id|launch name|water body|lat|lng|rating
77|Ih-10 Bridge||29.77075|-96.03472222|3
78|Ih 37||29.23655556|-98.40322222|0
79|Ih 35 Park||28.73736111|-99.14577778|0
80|Ih 35 Bridge||30.25133333|-97.73630556|3
81|Ih 35 Bridge||29.87547222|-97.93136111|0
82|Ih 35 Bridge||29.91202778|-97.89738889|3.5
84|Ih 35||29.44975|-98.42286111|0
85|Ih 35||29.29391667|-98.63777778|0
86|Ih 10 Ramp||30.12677778|-93.70258333|0
87|Ih 10 Bridge||29.73886111|-98.68669444|0
88|Ih 10||29.41736111|-98.42644444|0
89|Ih 10||29.50036111|-98.18716667|0
90|I 35 Red River||33.72669444|-97.15972222|0
91|Hwy67 Bridge||31.07922222|-102.3605|0
92|Hwy59 Crossing||28.93319444|-99.79755556|0
93|Hwy 95||30.01305556|-97.16183333|3.5
94|Hwy 90a River Bridge||29.58052778|-96.41716667|5
95|Hwy 90 E Access||29.66788889|-97.69988889|0
96|Hwy 90 E Access||29.66788889|-97.69988889|5
97|Hwy 87||29.82416667|-93.9645|0
98|Hwy 83 Bridge||34.56855556|-100.1941667|0
99|Hwy 83||29.06572222|-99.85047222|0
100|Hwy 80 Bridge||32.67286111|-95.57161111|0
101|Hwy 77 Row||28.54252778|-97.04983333|0
102|State Hwy 72|Guadalupe River|29.090639|-97.330167|3
103|Hwy 71 Smithville||30.01697222|-97.14697222|0
104|Hwy 71 Business Bridge||29.71361111|-96.54741667|3
105|Hwy 71 Bridge||30.10480556|-97.32013889|0
106|Hwy 7 Crossing||31.39677778|-94.96552778|0
107|Hwy 7 Bridge||31.48666667|-94.82355556|0
108|Hwy 67 Ramp||33.25227778|-94.62205556|0
109|Hwy 67 Bridge||31.07930556|-102.3603889|0
110|Hwy 64 Boat Ramp||32.27777778|-95.11377778|3
111|Hwy 63 Ramp||31.02411111|-94.16919444|4
112|Hwy 59 Ramp||33.30625|-94.15305556|0
113|Hwy 59 Crossing||31.45558333|-94.72586111|0
114|Hwy 59 Bridge||30.56975|-94.95|3
115|Hwy 59 Boat Ramp||31.13255556|-94.81036111|3
116|Hwy 55 Crossing||29.61758333|-100.0262222|0
117|Hwy 515 Roadway||32.93213889|-95.34827778|0
118|Hwy 515 E Boat Ramp||32.89477778|-95.53175|0
119|Hwy 49 Bridge||32.70177778|-95.40752778|0
120|Hwy 466 Row||29.53972222|-97.92825|0
121|Hwy 43 Ramp||32.69647222|-94.18802778|0
122|Hwy 42 Sabine River Boat Ramp||32.47686111|-94.85127778|3
123|Hwy 380/Concho River||31.47063889|-100.3406667|0
124|Hwy 35 Row||28.47805556|-96.86336111|0
125|Hwy 35 Boat Ramp||28.73794444|-96.40180556|0
126|Hwy 349 Bridge||30.98022222|-101.9744722|0
127|Hwy 349 Bridge||30.98061111|-101.9751111|0
128|Hwy 311 Crossing||29.86097222|-98.38380556|2.5
129|Hwy 306b Bridge Access||29.86144444|-98.158|0
130|Hwy 306a Bridge Access||29.8645|-98.16344444|0
131|Hwy 305 Bridge||31.00077778|-102.1278056|0
132|Hwy 305 Bridge||31.00086111|-102.1280556|0
135|Hwy 287/Trinity River||31.97222222|-96.04638889|0
136|Hwy 2869 Ramp||32.63663889|-95.26311111|3
137|Hwy 281||29.25419444|-98.47263889|0
138|Hwy 277 Bridge||31.84802778|-100.2922222|0
139|Hwy 277 / South Concho||31.18741667|-100.50225|3
140|Hwy 2335 / South Concho||31.23486111|-100.4999444|3
141|Hwy 22 Bridge||31.91955556|-97.66180556|0
142|Hwy 21 Boat Ramp||31.5045|-94.30411111|0
143|Hwy 190 Bridge||30.90547222|-101.8802222|0
144|Hwy 19 Boat Ramp||30.85855556|-95.39863889|3
145|Hwy 183 Row||29.31566667|-97.30494444|0
146|Hwy 1804 Bridge||32.60155556|-95.39211111|0
147|Hwy 18 Bridge||31.30511111|-102.8774167|0
148|Hwy 1795 Bridge||32.65088889|-95.16666667|0
149|Hwy 1795 Bridge||32.65088889|-95.16666667|0
150|Hwy 16||29.262|-98.58122222|0
151|Hwy 154 E Bridge||32.78375|-95.2815|0
152|Hwy 154 Crossing||32.62727778|-94.51580556|0
153|Hwy 154 Boat Ramp||32.85177778|-95.52886111|0
154|Hwy 149 Sabine River Boat Ramp||32.41708333|-94.70908333|3.5
155|Hwy 14 Ramp||32.55969444|-95.20694444|3
156|Hwy 11 Bridge||31.28369444|-102.7435556|0
157|Huxley's Bay||31.75155556|-93.84458333|0
158|Hurricane Creek Park||32.78569444|-94.51444444|3
159|Hurricane Creek Bridge||32.78888889|-94.51613889|3
160|Huntsville State Park||30.61441667|-95.53522222|3.5
161|Hunter Park||32.47766667|-97.79538889|0
162|Hunt River Road Crossing||30.07591667|-99.33861111|0
163|Hunt Crossing||30.07008333|-99.33233333|0
164|Hummingbird Rv Camp||32.94202778|-98.41122222|0
165|Humming Bird Cove||26.32752778|-97.50463889|3
166|Hull Subdivision||31.3825|-96.29333333|0
167|Hugo Point||29.81205556|-94.79533333|3
168|Houston St||29.42455556|-98.43180556|0
169|Houston Creek Bay 2||31.29763889|-93.73161111|0
170|Houston Creek Bay||31.29758333|-93.73633333|0
171|Houston County Lake Boat Ramp||31.40980556|-95.60441667|3
172|Horseshoe Bend Park||31.29433333|-97.49513889|0
173|Horsehead Crossing||31.23375|-102.4818056|0
174|Hords Creek Lake||31.83108333|-99.56177778|0
175|Hords Creek Lake||31.83611111|-99.56163889|0
176|Hords Creek Lake||31.8415|-99.57205556|0
177|Hords Creek Lake||31.83777778|-99.5775|0
178|Hoover Lane||31.25466667|-93.72972222|0
179|Holmes Crossing||30.789|-101.8351111|0
180|Holly Bluff||31.20119444|-94.86313889|3
181|Holly Beach||26.13736111|-97.29283333|3
182|Holland Dam||28.30094444|-99.13941667|0
183|Holiday Harbor||32.76427778|-94.49875|0
184|Holiday Forest||31.23861111|-93.75325|0
185|Hog Creek||31.52611111|-97.29044444|0
186|Hog Creek||31.54444444|-97.32886111|0
187|Hog Creek||31.55591667|-97.35613889|0
188|Hog Creek||31.57944444|-97.39436111|3
189|Hog Creek||31.59280556|-97.42113889|3
190|Hog Creek||31.61594444|-97.45530556|0
191|Hog Creek||31.62277778|-97.51280556|0
192|Hitchcock Boat Ramp||29.33575|-95.02311111|0
193|Hinman Park||29.70794444|-98.12552778|5
194|Hillside Inn And Rv Park||31.21430556|-93.64219444|0
195|Hill Creek Park Boat Ramp||32.23319444|-95.17983333|3
196|Highway Department Picnic Area||29.73683333|-99.12266667|0
197|Highland Park||33.108|-96.54063889|3
198|High View Park||32.26419444|-96.65863889|0
199|High Street Crossing||29.96480556|-98.89766667|0
200|High Bluff Boat Ramp||35.01747222|-100.9257222|0
201|Hideaway Harbor||32.86027778|-95.55561111|0
202|Hidden Cove||33.12958333|-96.93180556|4
203|Hickory Hollow||31.29427778|-94.31427778|0
204|Hickory Hills||31.21155556|-93.64286111|0
205|Hickory Creek Park||33.10902778|-97.04177778|0
206|Heron Creek||33.28766667|-94.32872222|0
207|Hermans Hideaway Lodge||31.35227778|-96.37086111|0
208|Hermann Sons Crossing||29.94961111|-98.92516667|0
209|Henrietta Bridge||33.72997222|-98.31936111|0
210|Henning's Crossing||29.97277778|-98.83155556|0
211|Hazel Bazemore Park||27.86741667|-97.63980556|3
212|Havins Park||31.89188889|-100.4916111|0
213|Harvey's Landing||31.75186111|-93.84425|0
214|Harvey's Cabins||31.27955556|-94.31672222|0
215|Harvey Creek Park||31.21366667|-94.26747222|0
216|Harney Road Boat Ramp||27.85669444|-97.59222222|0
217|Harmon Park||31.46563889|-100.4574167|3
218|Harbour Rv Resort||29.59347222|-98.93283333|0
219|Harbor One||32.89494444|-97.44658333|3
220|Harbor Boat Ramp||28.69291667|-95.95791667|0
221|Harbor Bay||32.89663889|-96.48163889|0
222|Hanson's Retreat||32.81855556|-94.67863889|0
223|Hank's Creek Park||31.26811111|-94.39925|5
224|Hank's Creek Park||31.27080556|-94.39761111|0
225|Hamptons Landing||27.89005556|-97.14883333|3.5
226|Hamlin Lake Boat Ramp||32.819|-100.0763889|0
227|Hamilton City Lake||31.70347222|-98.08355556|0
228|Ham Creek Park||32.17486111|-97.48838889|3.5
229|Hall's Bayou Ramp At Fm 2004||29.28666667|-95.13141667|0
230|Haley's Fairy||31.73272222|-93.82972222|0
231|Hagerman Wma||33.73327778|-96.77933333|0
232|Hagerman Wma||33.74711111|-96.78388889|0
233|Hagerman Refuge||33.75130556|-96.76536111|0
234|Hagerman Hand Launch||33.72275|-96.77911111|0
235|Hadden Cedar Lodge||32.34888889|-96.19202778|0
236|Gus Engeling Wildlife Management Area||31.92197222|-95.89061111|0
237|Gus Engeling Wildlife Management Area||31.94522222|-95.90825|0
238|Gus Engeling Wildlife Management Area||31.99369444|-95.89322222|0
239|Gus Engeling Wildlife Management Area||31.98866667|-95.89127778|0
240|Guadalupe River State Park||29.87611111|-98.48630556|3
241|Gross Lane||29.32733333|-98.79255556|0
242|Griffin Crossing||30.06713889|-99.38422222|0
243|Greenville City Lake #2||33.17355556|-96.12583333|0
244|Greens Farm||33.24544444|-94.21963889|0
245|Greenacres Subdivision||31.25069444|-93.72919444|0
246|Gravel Crossing||30.98002778|-97.68144444|3.5
247|Grassy Meadows||31.37802778|-100.5135|2.5
248|Grassy Bank River Access||29.28172222|-103.8855278|0
253|Grand Saline City Lake||32.68391667|-95.73452778|0
254|Government Crossing||29.93927778|-99.01066667|0
255|Gordon Boat Ramp||32.64602778|-98.30188889|0
256|Goose Island State Park||28.12863889|-96.98572222|3.5
257|Goodman Rd Bridge||31.58461111|-94.89775|0
258|Goliad Rd||29.32027778|-98.40763889|0
259|Golden Acres Community Ramp||31.41105556|-95.59227778|0
260|Goat Hill||29.58561111|-98.97386111|0
261|Gloster Bend||30.46572222|-98.08|0
262|Glenmore Park||31.44377778|-100.4221667|3.5
263|Gibbons Creek Resevoir||30.61802778|-96.05377778|4
265|George Hammonds Park||33.97413889|-98.70861111|0
266|Gembler Rd||29.4355|-98.42125|0
267|Gbra Lake Wood Ramp||29.47138889|-97.49477778|3
268|Gbra Dam||29.87055556|-98.19419444|5
269|Gateway Village||31.94241667|-96.14086111|0
270|Garwood River Bridge||29.45338889|-96.39616667|0
271|Garner Dam||31.28563889|-100.5065833|3
273|Galveston Bait And Tackle||29.28894444|-94.87394444|3
274|G Street Crossing||30.03516667|-99.13825|0
275|Fulton Beach Road||28.036|-97.03952778|3
276|Ft. Sam Hosuton||29.46480556|-98.42694444|0
277|Fsr 124||31.28152778|-93.73347222|0
278|Frontier Park||31.45466667|-93.76944444|0
279|Frio River Bridge||28.51416667|-98.92138889|0
280|Friendship Park||30.71758333|-97.33647222|0
281|Fred Stone County Park||26.56980556|-97.42897222|0
282|Fox Lodge||31.27980556|-93.70127778|0
283|Fox Hollow||32.89194444|-98.55261111|0
284|Fowlerton City Park||28.47333333|-98.81655556|0
285|Four Mile Crossing||30.91430556|-99.85230556|3
286|Foster Prk||31.32988889|-100.6392778|3
287|Fort Parker State Park||31.60466667|-96.53708333|3.5
288|Fort Parker State Park||31.61138889|-96.55322222|0
289|Fort Boggy State Park||31.19408333|-95.98347222|0
290|Fort Anahuac Park||29.73194444|-94.69711111|4.5
291|Fort Anahuac Park||29.75513889|-94.69197222|5
292|Forest Ramp||29.86983333|-98.25475|0
293|Fm1776 Bridge||31.36563889|-103.0056667|0
294|Fm 99 Boat Ramp||28.52330556|-98.38819444|3
295|Fm 973 Bridge||30.20858333|-97.63783333|3.5
296|Fm 969||30.16797222|-97.40311111|3.5
297|Fm 887 Access||29.046|-97.94777778|0
298|Fm 852 Boat Launch||32.75311111|-95.00605556|3.5
299|Fm 810 Bridge||34.05669444|-98.29508333|0
300|Fm 81 Access||28.97180556|-97.8755|0
301|Fm 81 Access||28.95527778|-97.97644444|0
302|Fm 791 Access||28.95161111|-98.06397222|0
303|Fm 78||29.55108333|-98.27380556|3
304|Fm 775 Access Cibolo Creek||29.35933333|-98.10797222|0
306|FM 766 (Hell's Gate)|Guadalupe River|29.147291|-97.317894|3
307|Fm 705 Ramp||31.12852778|-94.08372222|0
308|Fm 669 Bridge||33.01291667|-101.4014722|0
309|Fm 651 Bridge||33.31708333|-101.2609722|0
310|Fm 616 Boat Ramp||28.77777778|-96.69888889|3
311|Fm 616 Boat Ramp||28.83258333|-96.57661111|3
312|Fm 56 Bridge||31.66977778|-97.46972222|4
313|Fm 541 Access San Antonio River||29.03911111|-98.12608333|0
314|Fm 541 Access Cibolo Creek||29.09313889|-97.9705|0
315|Fm 541 Access||28.86452778|-98.33883333|0
316|Fm 539 Access Cibolo Creek||29.27955556|-98.05316667|0
317|Fm 537 Access Cibolo Creek||29.17016667|-97.99511111|0
318|Fm 536 Access||29.13047222|-98.17711111|0
319|Fm 529 Crossing||29.915|-96.11502778|3
320|Fm 521 River Park||28.78738889|-95.99586111|0
321|Fm 485 Bridge||30.86533333|-96.69441667|0
322|Fm 481||29.12066667|-99.89161111|0
323|Fm 474 Crossing||29.89413889|-98.67083333|0
324|Fm 471 Access||29.32433333|-98.81327778|0
325|Fm 455 Access Point||33.35141667|-97.03419444|3
326|Fm 450 Crossing||32.62377778|-94.57716667|0
327|Fm 447 Row||28.89752778|-97.13880556|0
328|Fm 428 Access||33.30816667|-97.04061111|3
329|Fm 418 Crossing||30.39780556|-94.26491667|0
330|Fm 4 Bridge||32.86397222|-98.30225|3
331|Fm 3351 Row||29.89269444|-98.55916667|3
332|Fm 327 Crossing||30.34694444|-94.23947222|3.5
333|Fm 321 Access||31.86125|-95.88816667|0
334|Fm 3052 Mud Creek Hwy Access||32.12419444|-95.21169444|0
335|Fm 3001 Crossing||32.67255556|-94.42313889|0
336|Fm 2905 Access||31.76347222|-98.04494444|0
337|Fm 2879 Crossing||32.63491667|-94.67258333|1
338|Fm 2799 Ramp||30.92863889|-94.16066667|3.5
339|Fm 2724 Access||28.99013889|-97.88352778|0
340|Fm 2658 Bridge||32.22997222|-94.58983333|3
341|Fm 2625 Crossing||32.44561111|-94.31280556|0
342|Fm 256 Bridge||34.62941667|-100.9417222|0
343|Fm 2536||29.30755556|-98.66066667|0
344|Fm 247 Bridge||30.90680556|-95.68413889|0
345|Fm 2393 Bridge||34.02513889|-98.37077778|0
346|FM 236|Guadalupe River|29.051411|-97.265212|2.5
347|Fm 2332 Bridge||33.89425|-97.98969444|0
348|Fm 2252||29.60455556|-98.32730556|0
349|Fm 216 Bridge||31.98686111|-97.87297222|0
350|Fm 2090 Bridge||30.21436111|-95.10252778|0
351|Fm 2064 Access||32.03463889|-95.17216667|0
352|Fm 2059 Bridge||32.01983333|-100.7363889|0
353|Fm 20 Access||29.75230556|-97.78130556|0
354|Fm 20 Access||29.75230556|-97.78130556|0
355|Fm 1977 Access||29.78316667|-97.83130556|2
356|Fm 1977 Access||29.78316667|-97.83130556|0
357|Fm 1937||29.23877778|-98.45313889|0
358|Fm 183 Access||31.44952778|-97.97986111|0
359|Fm 172 Bridge #2||33.67144444|-98.38277778|0
360|Fm 172 Bridge||33.65666667|-98.41277778|0
361|Fm 171 Bridge||34.08833333|-98.203|3
362|Fm 17 S Crossing||32.72047222|-95.63494444|3
363|Fm 1593 Boat Ramp||28.95108333|-96.5175|3
364|Fm 1458 Crossing||29.80780556|-96.09619444|5
365|Fm 1251 Bridge||32.19516667|-94.59894444|0
366|Fm 1197 Bridge||33.84566667|-98.19327778|0
367|Fm 1188 E. Access||32.34944444|-98.05683333|0
368|Fm 1186 Crossing||32.37605556|-94.32588889|0
369|Fm 1117 Bridge Row||29.53611111|-97.881|0
370|Fm 1093 Crossing||29.62272222|-96.13938889|0
371|Fm 1053 Bridge||31.31480556|-102.6593333|0
372|Fm 1901 Bridge||31.03447222|-102.2211667|0
373|Flying K Recreation||30.56594444|-98.34436111|0
374|Flowing Wells||33.77738889|-96.788|0
375|Floresville River Park||29.11077778|-98.17394444|0
376|Flite Acres Crossing||29.984|-98.05302778|0
377|Flat Rock Ramp||31.82419444|-99.05102778|0
378|Flat Rock Park||31.60622222|-97.26952778|0
379|Flat Creek Public Ramp||32.19638889|-95.51119444|0
380|Fishermans Road Ramp||31.37286111|-100.4968611|3.5
381|Fishermans Point||31.93863889|-96.12455556|0
382|Fishermans Cove||32.83722222|-95.63144444|0
383|Fisher Park||32.28183333|-100.8489167|0
384|Fisher Park||32.28097222|-100.8472222|0
385|Fish Camps 5 & 6||29.56138889|-102.7780556|0
386|Fish Camps 1 & 2||29.47136111|-102.8156389|0
387|Fischer Store Bridge||30.0005|-98.19991667|4
388|Finchers Rv Park||31.73594444|-93.85547222|0
389|Fin And Feather Resort||31.27916667|-93.72158333|0
390|Festival Beach Ramp||30.24844444|-97.72780556|3.5
391|Fayette Power Project||29.94736111|-96.72708333|4
392|Faunt Leroy Park||31.42625|-97.74980556|0
393|Fat Boy's Ramp||29.30677778|-94.90652778|3
394|Falls On The Brazos Park||31.24861111|-96.92086111|0
395|Falls On The Brazos Park||31.24861111|-96.92086111|0
396|Falcon State Park||26.58925|-99.15377778|0
397|Fabis Pecan Park||31.77986111|-98.98063889|0
398|Ewing Park||31.37208333|-94.48136111|0
399|Evening Shadows Rv Park||32.25833333|-96.15294444|0
400|Eugene Mccray Park||32.71488889|-97.21894444|3
401|Etoile Park||31.37727778|-94.46463889|0
402|Estelline Bridge||34.573|-100.4370556|0
403|Espantosa Park||28.58375|-99.81002778|0
404|Espada Park||29.31977778|-98.44875|0
405|Espada Park||29.34994444|-98.46844444|1.5
406|Erwin Lane||31.2495|-93.74252778|0
409|Emma Long Metropolitan Park||30.32530556|-97.8405|3
410|Emma Long Metropolitan Park||30.32572222|-97.84102778|0
411|Emerald Cove||31.52491667|-93.79480556|0
412|Elmore Park||33.53411111|-101.9033056|0
413|Elm Creek Park||33.13991667|-96.42480556|0
414|Elm Creek||32.94986111|-95.68913889|0
415|Elliott Bluff||33.32111111|-94.16469444|0
416|Elks Lodge #238||33.85344444|-96.66505556|0
417|Elgin B. Robertson Park South West Boat Ramp|Lake Ray Hubbard|32.87275|-96.521611|3
418|Elgin B. Robertson Park North Boat Ramp||32.876194|-96.523639|3
419|El Rio Rv Park||26.54308333|-99.15872222|0
420|El Camino Bay South||31.36608333|-93.68738889|0
421|El Camino Bay||31.36877778|-93.68702778|0
422|Eisenhower State Park||33.81411111|-96.608|4
423|Eisenhauer Rd||29.49636111|-98.42063889|0
424|Eichelberger Crossing||31.61708333|-97.30752778|3
425|Edinburg Park||29.42586111|-98.53738889|0
426|Edinburg Park||29.42808333|-98.53883333|0
427|Edgewood City Lake||32.70877778|-95.903|0
429|Edge Falls Road Crossing||29.88622222|-98.53197222|3
430|Eastvale Park||33.11236111|-96.89725|0
431|East Side Lake Road Ramp||33.16666667|-98.62158333|0
432|East Side Lake Road Ramp||33.17583333|-98.63688889|0
433|East Lake Park||31.58869444|-94.82183333|0
434|East Lake Estates||31.62772222|-94.80597222|0
435|East Hill Park||33.07516667|-96.92433333|0
436|East Hamilton||31.59691667|-93.83972222|0
437|East Fork Park||33.03813889|-96.50919444|3.5
438|East Fork||33.03966667|-96.51616667|0
440|E. Leon Street Access||31.43302778|-97.76138889|0
441|Dunbar Historical Lake||33.57208333|-101.80925|0
442|Dudley Johnson Park Ramp||29.94055556|-97.90147222|0
443|Dudley Johnson Park||29.943|-97.90527778|3
444|Dry Creek Nueces Crossing||29.73086111|-100.02675|3
445|Dry Creek Crossing||29.73075|-100.0267222|0
446|Driver's Subdivision||31.34538889|-94.43788889|0
447|Dr. Lloyd K. Lauderdale Ramp||29.51513889|-94.51238889|0
448|Double Bayou Park||29.67627778|-94.63183333|0
449|Dotson Road Crossing||32.03341667|-94.48352778|0
450|Dotson Crossing||32.03380556|-94.48233333|0
451|Don's Port||32.26147222|-96.15344444|0
452|Dogwood Park||33.05175|-95.14266667|0
453|Dogwood Forest 2||31.22625|-93.68591667|0
454|Dogwood Forest||31.2885|-93.77452778|0
455|Doe Branch Park||33.18488889|-96.94088889|3
456|Dinosaur Valley State Park||32.25322222|-97.81841667|0
457|Dink Pearson Park||30.38547222|-97.98483333|5
458|Dickinson Bayou Ramp||29.45677778|-95.04794444|3.5
459|Dickinson Bayou Ramp||29.46308333|-94.97361111|3
460|Devil's River Natural Area||29.89477778|-100.9953889|3
461|Dennis Dryer Municipal Harbor||27.83911111|-97.06808333|2
462|Denison Dam||33.81636111|-96.57658333|0
463|Deer Creek Boat Ramp||33.66908333|-98.37916667|0
464|Deer Cove||32.817|-94.62447222|0
465|De Cordova Bend Park||32.37741667|-97.69158333|3
466|Dana Peak Park||31.02930556|-97.59938889|0
467|Dam Ramp||32.29480556|-97.41641667|3
468|Dairy Hill Boat Ramp||31.92602778|-97.18722222|0
469|Daingerfield||32.88886111|-94.70441667|0
470|Daingerfield||33.00861111|-94.70047222|0
471|Cypress Village Ramp||32.73825|-94.13088889|4
472|Cypress Springs Crappie Barge||33.05169444|-95.21741667|0
473|Cypress Park||30.06544444|-99.17902778|0
474|Cypress Creek Park||30.43555556|-97.8735|1
475|Cypress Cove Boat Ramp||29.91361111|-98.33861111|1
476|Cypress Bend Park||29.71266667|-98.10547222|3.5
477|Crockett Family Resort||31.41158333|-95.57838889|3.5
478|Creek 321 Access||31.34925|-97.60213889|0
479|Creek 315 Access||31.38141667|-97.56922222|0
481|Cranes Mill Park Ramp||29.89533333|-98.29233333|3
482|Crab Creek Boat Ramp||31.96772222|-96.31586111|0
483|Cr414||29.52686111|-100.0169444|0
484|Cr412||29.52033333|-100.0210278|0
485|Cr410||29.47838889|-100.0266944|0
486|Cr408||29.44344444|-99.99327778|0
487|Cr 477 Access||29.37111111|-98.89652778|3
488|Cr 416 Crossing||29.54988889|-99.99519444|0
489|Cr 405||29.32877778|-99.94711111|5
490|Cr 401 Access Cibolo Creek||29.21936111|-98.00952778|0
491|Cr 3640 Access||31.80475|-97.30561111|0
492|Cr 347 Access||29.39522222|-98.12719444|0
493|Cr 335 Access||31.95402778|-95.45238889|3.5
494|Cr 3310 Bridge||31.67855556|-97.50716667|0
495|Cr 2829 River Access||31.45183333|-95.03480556|0
496|Cr 246 Access||32.10083333|-98.15516667|0
497|Cr 2370||31.99055556|-97.75794444|0
498|Cr 236||30.09508333|-97.83872222|3
499|Cr 231 Access||29.01747222|-97.92005556|0
500|Cr 230 Bridge||32.23113889|-95.10594444|4
501|Cr 225 Access Cibolo Creek||29.12633333|-97.96955556|0
502|Cr 2215 Access||31.95458333|-97.934|0
503|Cr 214 Bridge||31.00438889|-99.19694444|0
504|Cr 210 Access||31.78344444|-98.06025|0
505|Cr 207 Access||28.96761111|-98.03283333|0
506|Cr 203 Access||31.78680556|-98.10555556|0
507|Cr 202||29.18194444|-99.89494444|0
508|Cr 201||29.24422222|-99.90669444|0
509|Cr 189 Ramp||32.17325|-95.44661111|0
510|Cr 1580||32.80044444|-95.59055556|0
511|Cr 125 Access||29.21080556|-98.31536111|0
512|Cr 117 Access||29.1685|-98.20294444|0
513|Cr 1118 Bridge||32.20416667|-97.60577778|0
514|Cr 106 Access||31.80930556|-98.20491667|0
515|Cr 103 Crossing||30.70322222|-98.95869444|0
516|Cr 101 Access||31.77494444|-98.14977778|0
517|Cr||29.03286111|-99.82991667|0
518|Cr||29.02191667|-99.81488889|0
519|Cowhouse Crk Cr 142 Access||31.28238889|-97.90694444|0
520|Cowhouse Creek Us Hwy 281 Access||31.60897222|-98.15880556|0
521|Cowhouse Creek Fm 2005 Access||31.63841667|-98.21955556|3
522|Cowhouse Creek Fm 116 Access||31.28561111|-97.88444444|1
523|Cowhouse Creek Cr 505 Access||31.61891667|-98.18283333|0
524|Cowhouse Creek Cr 415 Access||31.56744444|-98.11247222|0
525|Cowhouse Creek||31.40769444|-97.93436111|0
526|Cowhouse Creek||31.46983333|-97.99686111|0
527|Cow Bayou||30.04675|-93.82005556|3.5
528|Covington Park||29.39736111|-98.42369444|0
529|Cove Harbor South||27.98969444|-97.07922222|0
